date,value
2019-03-29,120.96
2019-04-01,126.77
2019-04-02,127.31
2019-04-03,125.96
2019-04-04,126.23
2019-04-05,128.75
2019-04-08,129.13
2019-04-09,127.66
2019-04-10,127.61
2006-12-12,124.46
2006-12-13,125.76
2006-12-14,132.31
2006-12-15,129.81
2006-12-18,128.93
2006-12-19,129.55
2006-12-20,126.28
2006-12-21,122.05
2006-12-22,121.5
2006-12-26,123.4
2006-12-27,123.48
2006-12-28,121.7
2006-12-29,121.25
2007-01-03,118.77
2007-01-04,118.78
2007-01-05,117.27
2007-01-08,119.44
2007-01-09,116.28
2007-01-10,117.79
2007-01-11,119.13
2007-01-12,119.7
2007-01-16,120.78
2007-01-17,120.95
2007-01-18,127.7
2007-01-19,127.24
2007-01-22,121.13
2007-01-23,122.77
2007-01-24,124.34
2007-01-25,119.49
2007-01-26,120.26
2007-01-29,117.83
2007-01-30,119.53
2007-01-31,118.58
2006-08-29,126.53
2006-08-30,125.52
2006-08-31,123.22
2006-09-01,124.59
2006-09-05,124.31
2006-09-06,123.09
2006-09-07,121.66
2006-09-08,124.34
2006-09-11,125.99
2006-09-12,126.42
2006-09-13,120.44
2006-09-14,119.47
2006-09-15,135.25
2006-09-18,127.35
2006-09-19,125.03
2006-09-20,122.71
2006-09-21,119.68
2006-09-22,118.86
2006-09-25,120.75
2006-09-26,121.64
2006-09-27,118.43
2006-09-28,118.21
2006-09-29,120.09
2006-10-02,119.8
2006-10-03,116.93
2006-10-04,118.15
2006-10-05,115.48
2006-10-06,117.34
2006-10-09,116.19
2006-10-10,118.43
2006-10-11,117.16
2006-10-12,117.44
2006-10-13,118.74
2006-10-16,116.54
2006-10-17,117.7
2006-10-18,114.96
2006-10-19,116.8
2006-10-20,117.06
2006-10-23,115.28
2006-10-24,114.68
2006-10-25,113.72
2006-10-26,112.97
2006-10-27,111.46
2006-10-30,114.11
2006-10-31,111.48
2006-11-01,112.36
2006-11-02,113.08
2006-11-03,112.37
2006-11-06,116.76
2006-11-07,115.72
2006-11-08,115.86
2006-11-09,113.19
2006-11-10,113.87
2006-11-13,113.32
2006-11-14,113.75
2006-11-15,111.63
2006-11-16,110.87
2006-11-17,117.73
2006-11-20,119.02
2006-11-21,118.53
2006-11-22,120.86
2006-11-24,118.47
2006-11-27,117.96
2006-11-28,121.89
2006-11-29,125.38
2006-11-30,124.0
2006-12-01,126.2
2006-12-04,124.81
2006-12-05,127.14
2006-12-06,125.61
2006-12-07,122.86
2006-12-08,124.71
2006-12-11,120.65
2007-02-01,119.57
2007-02-02,121.7
2007-02-05,122.48
2007-02-06,122.78
2007-02-07,122.94
2007-02-08,122.69
2007-02-09,121.02
2007-02-12,119.81
2007-02-13,125.32
2007-02-14,123.09
2007-02-15,120.55
2007-02-16,121.01
2007-02-20,120.99
2007-02-21,119.1
2007-02-22,119.58
2007-02-23,117.71
2007-02-26,117.81
2007-02-27,112.5
2007-02-28,121.36
2007-03-01,120.99
2007-03-02,118.76
2007-03-05,118.07
2007-03-06,121.14
2007-03-07,119.49
2007-03-08,121.08
2007-03-09,121.96
2007-03-12,126.35
2007-03-13,130.04
2007-03-14,134.25
2007-03-15,136.15
2007-03-16,128.3
2007-03-19,122.84
2007-03-20,127.35
2007-03-21,130.07
2007-03-22,124.99
2007-03-23,125.64
2007-03-26,126.45
2007-03-27,122.89
2007-03-28,121.28
2007-03-29,121.4
2007-03-30,120.89
2007-04-02,122.62
2007-04-03,124.18
2007-04-04,123.94
2007-04-05,125.4
2007-04-09,125.32
2007-04-10,125.94
2007-04-11,127.03
2007-04-12,126.92
2007-04-13,128.62
2007-04-16,125.49
2007-04-17,130.62
2007-04-18,130.35
2007-04-19,126.11
2007-04-20,128.37
2007-04-23,123.55
2007-04-24,124.17
2007-04-25,122.68
2007-04-26,123.25
2007-04-27,124.73
2007-04-30,123.37
2007-05-01,125.45
2007-05-02,123.14
2007-05-03,123.03
2007-05-04,123.11
2007-05-07,123.3
2007-05-08,120.74
2007-05-09,121.24
2007-05-10,119.5
2007-05-11,121.66
2007-05-14,119.78
2007-05-15,121.17
2007-05-16,123.4
2007-05-17,123.34
2007-05-18,126.75
2007-05-21,126.22
2007-05-22,124.74
2007-05-23,123.17
2007-05-24,121.71
2007-05-25,124.0
2007-05-29,124.05
2007-05-30,124.69
2007-05-31,123.84
2007-06-01,124.23
2007-06-04,122.26
2007-06-05,122.93
2007-06-06,119.29
2007-06-07,117.52
2007-06-08,122.08
2007-06-11,119.71
2007-06-12,119.51
2007-06-13,121.59
2007-06-14,122.42
2007-06-15,121.63
2007-06-18,120.46
2007-06-19,123.38
2007-06-20,117.56
2007-06-21,117.97
2007-06-22,116.52
2007-06-25,116.87
2007-06-26,116.03
2007-06-27,118.01
2007-06-28,117.47
2007-06-29,115.72
2007-07-02,119.68
2007-07-03,119.87
2007-07-05,120.59
2007-07-06,120.85
2007-07-09,120.63
2007-07-10,117.48
2007-07-11,121.69
2007-07-12,119.99
2007-07-13,119.59
2007-07-16,117.88
2007-07-17,117.99
2007-07-18,120.35
2007-07-19,119.24
2007-07-20,117.4
2007-07-23,118.84
2007-07-24,116.13
2007-07-25,116.39
2007-07-26,116.27
2007-07-27,113.23
2007-07-30,115.42
2007-07-31,115.53
2007-08-01,119.94
2007-08-02,119.05
2007-08-03,117.3
2007-08-06,118.81
2007-08-07,116.92
2007-08-08,120.92
2007-08-09,115.3
2007-08-10,116.04
2007-08-13,119.5
2007-08-14,115.01
2007-08-15,118.3
2007-08-16,116.58
2007-08-17,126.7
2007-08-20,117.87
2007-08-21,117.76
2007-08-22,120.53
2007-08-23,121.35
2007-08-24,122.79
2007-08-27,121.53
2007-08-28,118.95
2007-08-29,121.02
2007-08-30,120.1
2007-08-31,117.26
2007-09-04,119.62
2007-09-05,118.07
2007-09-06,117.34
2007-09-07,116.72
2007-09-10,115.42
2007-09-11,116.45
2007-09-12,116.62
2007-09-13,117.36
2007-09-14,117.96
2007-09-17,117.87
2007-09-18,116.4
2007-09-19,120.85
2007-09-20,119.87
2007-09-21,121.15
2007-09-24,122.82
2007-09-25,118.58
2007-09-26,118.57
2007-09-27,118.0
2007-09-28,119.97
2007-10-01,120.83
2007-10-02,121.78
2007-10-03,121.79
2007-10-04,120.21
2007-10-05,119.73
2007-10-08,118.48
2007-10-09,119.13
2007-10-10,118.64
2007-10-11,117.44
2007-10-12,119.54
2007-10-15,117.45
2007-10-16,116.64
2007-10-17,118.48
2007-10-18,117.28
2007-10-19,114.99
2007-10-22,115.7
2007-10-23,116.42
2007-10-24,116.48
2007-10-25,115.67
2007-10-26,116.34
2007-10-29,115.19
2007-10-30,114.46
2007-10-31,116.88
2007-11-01,114.67
2007-11-02,116.52
2007-11-05,115.38
2007-11-06,115.46
2007-11-07,115.58
2007-11-08,115.03
2007-11-09,115.77
2007-11-12,117.92
2007-11-13,121.09
2007-11-14,119.7
2007-11-15,118.31
2007-11-16,119.3
2007-11-19,115.61
2007-11-20,114.1
2007-11-21,111.49
2007-11-23,111.32
2007-11-26,109.94
2007-11-27,109.31
2007-11-28,111.28
2007-11-29,110.79
2007-11-30,111.85
2007-12-03,111.57
2007-12-04,110.37
2007-12-05,112.08
2007-12-06,112.79
2007-12-07,112.79
2007-12-10,113.39
2007-12-11,111.27
2007-12-12,113.03
2007-12-13,111.45
2007-12-14,111.31
2007-12-17,109.75
2007-12-18,110.38
2007-12-19,111.22
2007-12-20,111.81
2007-12-21,115.12
2007-12-24,115.86
2007-12-26,115.2
2007-12-27,114.12
2007-12-28,112.9
2007-12-31,111.65
2008-01-02,110.61
2008-01-03,111.38
2008-01-04,109.53
2008-01-07,110.19
2008-01-08,109.17
2008-01-09,110.76
2008-01-10,110.25
2008-01-11,108.79
2008-01-14,111.38
2008-01-15,108.15
2008-01-16,108.49
2008-01-17,110.0
2008-01-18,110.62
2008-01-22,114.61
2008-01-23,113.07
2008-01-24,113.37
2008-01-25,112.64
2008-01-28,114.15
2008-01-29,113.82
2008-01-30,112.33
2008-01-31,106.43
2008-02-01,114.86
2008-02-04,112.88
2008-02-05,112.01
2008-02-06,111.93
2008-02-07,112.71
2008-02-08,111.71
2008-02-11,114.57
2008-02-12,113.97
2008-02-13,116.25
2008-02-14,114.19
2008-02-15,112.03
2008-02-19,113.57
2008-02-20,112.24
2008-02-21,112.44
2008-02-22,113.58
2008-02-25,113.42
2008-02-26,112.39
2008-02-27,111.61
2008-02-28,111.33
2008-02-29,110.19
2008-03-03,110.4
2008-03-04,110.07
2008-03-05,110.24
2008-03-06,110.46
2008-03-07,110.28
2008-03-10,109.89
2008-03-11,112.71
2008-03-12,111.47
2008-03-13,112.58
2008-03-14,110.59
2008-03-17,113.51
2008-03-18,112.4
2008-03-19,113.11
2008-03-20,113.71
2008-03-24,114.56
2008-03-25,114.87
2008-03-26,112.08
2008-03-27,111.78
2008-03-28,110.78
2008-03-31,110.36
2008-04-01,111.31
2008-04-02,112.08
2008-04-03,111.88
2008-04-04,111.48
2008-04-07,111.57
2008-04-08,112.13
2008-04-09,110.96
2008-04-10,110.82
2008-04-11,109.9
2008-04-14,109.62
2008-04-15,109.9
2008-04-16,112.47
2008-04-17,113.52
2008-04-18,115.35
2008-04-21,115.31
2008-04-22,114.42
2008-04-23,113.33
2008-04-24,114.27
2008-04-25,114.49
2008-04-28,114.61
2008-04-29,114.58
2008-04-30,112.48
2008-05-01,116.0
2008-05-02,117.49
2008-05-05,115.32
2008-05-06,117.63
2008-05-07,116.24
2008-05-08,114.99
2008-05-09,117.77
2008-05-12,117.42
2008-05-13,117.93
2008-05-14,118.92
2008-05-15,121.05
2008-05-16,119.49
2008-05-19,117.96
2008-05-20,117.44
2008-05-21,114.51
2008-05-22,114.41
2008-05-23,113.11
2008-05-27,113.38
2008-05-28,113.93
2008-05-29,114.83
2008-05-30,113.53
2008-06-02,114.39
2008-06-03,114.6
2008-06-04,114.37
2008-06-05,114.76
2008-06-06,113.55
2008-06-09,114.98
2008-06-10,114.3
2008-06-11,113.2
2008-06-12,113.97
2008-06-13,113.77
2008-06-16,114.71
2008-06-17,115.71
2008-06-18,112.74
2008-06-19,113.44
2008-06-20,113.13
2008-06-23,113.59
2008-06-24,112.2
2008-06-25,110.7
2008-06-26,109.67
2008-06-27,110.52
2008-06-30,112.0
2008-07-01,112.69
2008-07-02,110.96
2008-07-03,111.72
2008-07-07,111.75
2008-07-08,112.21
2008-07-09,110.25
2008-07-10,110.91
2008-07-11,110.87
2008-07-14,111.11
2008-07-15,110.81
2008-07-16,111.93
2008-07-17,113.93
2008-07-18,113.85
2008-07-21,114.1
2008-07-22,113.2
2008-07-23,115.06
2008-07-24,113.19
2008-07-25,113.9
2008-07-28,111.49
2008-07-29,112.18
2008-07-30,112.11
2008-07-31,110.66
2008-08-01,111.38
2008-08-04,111.2
2008-08-05,109.69
2008-08-06,113.22
2008-08-07,111.97
2008-08-08,113.33
2008-08-11,111.55
2008-08-12,111.26
2008-08-13,111.76
2008-08-14,113.07
2008-08-15,113.21
2008-08-18,112.29
2008-08-19,111.4
2008-08-20,111.95
2008-08-21,111.9
2008-08-22,111.8
2008-08-25,110.34
2008-08-26,110.8
2008-08-27,110.51
2008-08-28,111.21
2008-08-29,110.58
2008-09-02,110.38
2008-09-03,110.5
2008-09-04,110.48
2008-09-05,109.46
2008-09-08,109.1
2008-09-09,108.57
2008-09-10,109.49
2008-09-11,110.5
2008-09-12,110.15
2008-09-15,110.74
2008-09-16,112.29
2008-09-17,112.97
2008-09-18,117.42
2008-09-19,114.48
2008-09-22,114.32
2008-09-23,111.63
2008-09-24,111.58
2008-09-25,112.53
2008-09-26,110.56
2008-09-29,111.33
2008-09-30,111.43
2008-10-01,112.14
2008-10-02,112.24
2008-10-03,114.17
2008-10-06,112.09
2008-10-07,110.2
2008-10-08,111.04
2008-10-09,109.58
2008-10-10,107.23
2008-10-13,109.73
2008-10-14,113.55
2008-10-15,118.94
2008-10-16,113.18
2008-10-17,118.81
2008-10-20,124.83
2008-10-21,120.38
2008-10-22,119.34
2008-10-23,120.69
2008-10-24,116.67
2008-10-27,116.94
2008-10-28,125.95
2008-10-29,120.15
2008-10-30,124.02
2008-10-31,122.19
2008-11-03,117.13
2008-11-04,117.78
2008-11-05,129.35
2008-11-06,122.15
2008-11-07,122.85
2008-11-10,126.27
2008-11-11,120.67
2008-11-12,121.11
2008-11-13,124.98
2008-11-14,118.59
2008-11-17,113.4
2008-11-18,116.05
2008-11-19,115.86
2008-11-20,114.93
2008-11-21,118.88
2008-11-24,116.16
2008-11-25,114.1
2008-11-26,113.3
2008-11-28,113.12
2008-12-01,112.75
2008-12-02,112.2
2008-12-03,112.55
2008-12-04,111.77
2008-12-05,116.45
2008-12-08,120.77
2008-12-09,118.58
2008-12-10,119.51
2008-12-11,121.83
2008-12-12,116.24
2008-12-15,115.86
2008-12-16,119.25
2008-12-17,115.07
2008-12-18,116.55
2008-12-19,118.73
2008-12-22,115.16
2008-12-23,112.01
2008-12-24,112.31
2008-12-26,112.56
2008-12-29,113.77
2008-12-30,116.08
2008-12-31,116.5
2009-01-02,124.21
2009-01-05,116.12
2009-01-06,115.49
2009-01-07,118.21
2009-01-08,118.24
2009-01-09,118.82
2009-01-12,118.36
2009-01-13,118.22
2009-01-14,119.99
2009-01-15,124.7
2009-01-16,126.05
2009-01-20,119.17
2009-01-21,120.58
2009-01-22,117.76
2009-01-23,121.31
2009-01-26,120.65
2009-01-27,119.68
2009-01-28,122.39
2009-01-29,119.92
2009-01-30,115.88
2009-02-02,123.95
2009-02-03,125.25
2009-02-04,127.68
2009-02-05,122.63
2009-02-06,122.27
2009-02-09,122.62
2009-02-10,118.94
2009-02-11,122.57
2009-02-12,114.51
2009-02-13,120.58
2009-02-17,118.1
2009-02-18,127.01
2009-02-19,119.41
2009-02-20,119.93
2009-02-23,116.63
2009-02-24,114.2
2009-02-25,114.97
2009-02-26,113.96
2009-02-27,114.25
2009-03-02,115.42
2009-03-03,113.77
2009-03-04,118.16
2009-03-05,113.73
2009-03-06,115.45
2009-03-09,113.11
2009-03-10,115.59
2009-03-11,112.71
2009-03-12,112.96
2009-03-13,113.94
2009-03-16,114.28
2009-03-17,118.32
2009-03-18,117.3
2009-03-19,116.53
2009-03-20,117.06
2009-03-23,117.95
2009-03-24,112.12
2009-03-25,114.22
2009-03-26,113.75
2009-03-27,111.09
2009-03-30,113.71
2009-03-31,112.87
2009-04-01,114.49
2009-04-02,111.9
2009-04-03,112.04
2009-04-06,114.39
2009-04-07,111.16
2009-04-08,111.49
2009-04-09,108.18
2009-04-13,110.39
2009-04-14,109.23
2009-04-15,108.62
2009-04-16,114.45
2009-04-17,111.75
2009-04-20,113.99
2009-04-21,114.63
2009-04-22,112.72
2009-04-23,113.4
2009-04-24,114.6
2009-04-27,114.12
2009-04-28,114.13
2009-04-29,114.6
2009-04-30,114.86
2009-05-01,115.21
2009-05-04,115.4
2009-05-05,113.65
2009-05-06,113.34
2009-05-07,112.7
2009-05-08,114.96
2009-05-11,113.99
2009-05-12,115.66
2009-05-13,116.32
2009-05-14,116.5
2009-05-15,119.06
2009-05-18,119.21
2009-05-19,117.92
2009-05-20,113.96
2009-05-21,117.1
2009-05-22,118.81
2009-05-26,120.89
2009-05-27,120.04
2009-05-28,122.33
2009-05-29,122.99
2009-06-01,122.09
2009-06-02,120.94
2009-06-03,121.19
2009-06-04,119.37
2009-06-05,118.83
2009-06-08,119.44
2009-06-09,119.24
2009-06-10,121.61
2009-06-11,117.88
2009-06-12,120.98
2009-06-15,118.2
2009-06-16,125.05
2009-06-17,123.17
2009-06-18,123.72
2009-06-19,123.78
2009-06-22,116.79
2009-06-23,116.01
2009-06-24,116.97
2009-06-25,115.51
2009-06-26,115.72
2009-06-29,117.16
2009-06-30,117.03
2009-07-01,116.68
2009-07-02,115.08
2009-07-06,118.41
2009-07-07,116.35
2009-07-08,114.25
2009-07-09,115.2
2009-07-10,113.2
2009-07-13,113.3
2009-07-14,115.44
2009-07-15,115.75
2009-07-16,116.89
2009-07-17,116.43
2009-07-20,116.31
2009-07-21,116.79
2009-07-22,112.41
2009-07-23,112.07
2009-07-24,114.04
2009-07-27,114.05
2009-07-28,116.18
2009-07-29,116.74
2009-07-30,115.41
2009-07-31,108.94
2009-08-03,114.03
2009-08-04,114.94
2009-08-05,117.11
2009-08-06,115.22
2009-08-07,113.77
2009-08-10,117.02
2009-08-11,117.61
2009-08-12,119.64
2009-08-13,121.85
2009-08-14,118.75
2009-08-17,116.58
2009-08-18,118.11
2009-08-19,121.73
2009-08-20,121.53
2009-08-21,122.9
2009-08-24,121.16
2009-08-25,119.05
2009-08-26,118.71
2009-08-27,117.71
2009-08-28,117.67
2009-08-31,120.14
2009-09-01,118.26
2009-09-02,118.41
2009-09-03,119.38
2009-09-04,119.73
2009-09-08,120.55
2009-09-09,120.83
2009-09-10,121.26
2009-09-11,120.23
2009-09-14,121.0
2009-09-15,118.46
2009-09-16,113.62
2009-09-17,118.95
2009-09-18,117.02
2009-09-21,119.14
2009-09-22,118.16
2009-09-23,117.44
2009-09-24,116.65
2009-09-25,118.01
2009-09-28,119.1
2009-09-29,119.84
2009-09-30,120.86
2009-10-01,117.81
2009-10-02,118.55
2009-10-05,118.5
2009-10-06,117.82
2009-10-07,117.65
2009-10-08,119.92
2009-10-09,120.87
2009-10-12,119.55
2009-10-13,120.77
2009-10-14,121.31
2009-10-15,120.03
2009-10-16,119.05
2009-10-19,117.25
2009-10-20,116.9
2009-10-21,118.6
2009-10-22,118.09
2009-10-23,117.51
2009-10-26,118.33
2009-10-27,118.9
2009-10-28,118.37
2009-10-29,120.82
2009-10-30,122.75
2009-11-02,121.9
2009-11-03,118.53
2009-11-04,119.75
2009-11-05,119.83
2009-11-06,120.14
2009-11-09,114.4
2009-11-10,119.65
2009-11-11,119.21
2009-11-12,118.38
2009-11-13,120.72
2009-11-16,114.53
2009-11-17,119.32
2009-11-18,114.75
2009-11-19,119.35
2009-11-20,120.59
2009-11-23,122.85
2009-11-24,122.47
2009-11-25,121.98
2009-11-27,120.82
2009-11-30,122.91
2009-12-01,122.96
2009-12-02,119.0
2009-12-03,117.04
2009-12-04,118.01
2009-12-07,117.17
2009-12-08,117.89
2009-12-09,118.75
2009-12-10,121.35
2009-12-11,121.59
2009-12-14,125.3
2009-12-15,123.84
2009-12-16,117.13
2009-12-17,121.83
2009-12-18,122.29
2009-12-21,124.33
2009-12-22,127.89
2009-12-23,127.15
2009-12-24,128.16
2009-12-28,125.79
2009-12-29,125.71
2009-12-30,125.65
2009-12-31,123.23
2010-01-04,123.84
2010-01-05,122.99
2010-01-06,121.63
2010-01-07,120.17
2010-01-08,120.15
2010-01-11,119.1
2010-01-12,120.66
2010-01-13,125.89
2010-01-14,125.06
2010-01-15,124.32
2010-01-19,124.28
2010-01-20,124.1
2010-01-21,121.99
2010-01-22,122.88
2010-01-25,122.54
2010-01-26,118.41
2010-01-27,118.98
2010-01-28,117.98
2010-01-29,117.5
2010-02-01,119.22
2010-02-02,120.46
2010-02-03,119.95
2010-02-04,116.02
2010-02-05,118.75
2010-02-08,117.68
2010-02-09,120.43
2010-02-10,118.51
2010-02-11,120.13
2010-02-12,113.71
2010-02-16,120.89
2010-02-17,119.63
2010-02-18,122.56
2010-02-19,118.53
2010-02-22,121.33
2010-02-23,120.82
2010-02-24,120.61
2010-02-25,121.28
2010-02-26,120.13
2010-03-01,120.8
2010-03-02,120.28
2010-03-03,119.03
2010-03-04,120.75
2010-03-05,118.03
2010-03-08,117.56
2010-03-09,116.64
2010-03-10,117.98
2010-03-11,117.48
2010-03-12,118.96
2010-03-15,120.63
2010-03-16,123.51
2010-03-17,119.66
2010-03-18,120.27
2010-03-19,121.97
2010-03-22,123.63
2010-03-23,121.18
2010-03-24,122.67
2010-03-25,122.14
2010-03-26,123.14
2010-03-29,123.2
2010-03-30,124.03
2010-03-31,123.7
2010-04-01,123.93
2010-04-05,123.78
2010-04-06,123.29
